Date,Number of new infections,Deaths,CDeaths,Recovered,CRecovered,Dose 2,CVaccine,CReinfection,ReRecovered,CReRecovered
11-Jul-21,302,0,603,214,383437,6866,1515824,6,4,2393
12-Jul-21,238,0,603,252,383689,7119,1522943,3,6,2399
13-Jul-21,212,0,603,221,383910,9253,1532196,3,8,2407
14-Jul-21,248,0,603,229,384139,9325,1541521,7,5,2412
15-Jul-21,249,0,603,202,384341,10793,1552314,1,5,2417
16-Jul-21,187,0,603,199,384540,3474,1555788,3,1,2418
17-Jul-21,236,0,603,235,384775,9786,1565574,3,5,2423
18-Jul-21,208,0,603,302,385077,16048,1581622,4,6,2429
19-Jul-21,265,0,603,238,385315,11664,1593286,4,3,2432
20-Jul-21,233,0,603,212,385527,5400,1598686,2,3,2435
21-Jul-21,296,0,603,248,385775,14786,1613472,4,7,2442
22-Jul-21,207,0,603,249,386024,11419,1624891,9,1,2443
23-Jul-21,268,0,603,187,386211,3802,1628693,5,3,2446
24-Jul-21,258,0,603,236,386447,5784,1634477,6,3,2449
25-Jul-21,237,0,603,208,386655,7402,1641879,7,4,2453
26-Jul-21,323,0,603,265,386920,7875,1649754,11,4,2457
27-Jul-21,299,0,603,233,387153,6603,1656357,8,2,2459
28-Jul-21,290,0,603,296,387449,5854,1662211,7,4,2463
29-Jul-21,243,0,603,207,387656,5901,1668112,5,9,2472
30-Jul-21,235,1,604,268,387924,2244,1670356,7,5,2477
31-Jul-21,298,0,604,258,388182,10419,1680775,1,6,2483
1-Aug-21,244,0,604,237,388419,13604,1694379,2,7,2490
2-Aug-21,302,0,604,323,388742,12382,1706761,3,11,2501
3-Aug-21,345,0,604,299,389041,2819,1709580,9,8,2509
4-Aug-21,285,0,604,290,389331,24108,1733688,6,7,2516
5-Aug-21,405,0,604,243,389574,9207,1742895,9,5,2521
6-Aug-21,251,0,604,234,389808,1580,1744475,7,7,2528
7-Aug-21,323,0,604,298,390106,1958,1746433,6,1,2529
8-Aug-21,363,0,604,244,390350,4404,1750837,6,2,2531
9-Aug-21,324,0,604,302,390652,11663,1762500,9,3,2534
10-Aug-21,303,1,605,345,390997,13300,1775800,3,9,2543
11-Aug-21,373,0,605,285,391282,13016,1788816,10,6,2549
12-Aug-21,321,0,605,405,391687,12496,1801312,10,9,2558
13-Aug-21,339,0,605,251,391938,2998,1804310,5,7,2565
14-Aug-21,367,0,605,323,392261,3732,1808042,3,6,2571
15-Aug-21,442,0,605,363,392624,24673,1832715,7,6,2577
16-Aug-21,328,1,606,324,392948,13570,1846285,5,9,2586
17-Aug-21,411,0,606,302,393250,4736,1851021,6,3,2589
18-Aug-21,391,0,606,373,393623,9736,1860757,8,10,2599
19-Aug-21,326,0,606,321,393944,12282,1873039,9,10,2609
20-Aug-21,315,0,606,339,394283,1629,1874668,3,5,2614
21-Aug-21,438,0,606,367,394650,10543,1885211,11,3,2617
22-Aug-21,332,0,606,442,395092,7629,1892840,8,7,2624
23-Aug-21,346,0,606,327,395419,12645,1905485,4,5,2629
24-Aug-21,336,0,606,411,395830,17186,1922671,6,6,2635
25-Aug-21,370,0,606,391,396221,10134,1932805,7,8,2643
26-Aug-21,325,0,606,326,396547,16942,1949747,3,9,2652
27-Aug-21,315,0,606,315,396862,3047,1952794,10,3,2655
28-Aug-21,309,1,607,438,397300,12024,1964818,4,11,2666
29-Aug-21,294,0,607,332,397632,11771,1976589,8,8,2674
30-Aug-21,269,0,607,346,397978,14730,1991319,7,4,2678
31-Aug-21,270,1,608,336,398314,9689,2001008,5,6,2684
1-Sep-21,296,0,608,370,398684,15510,2016518,4,7,2691
2-Sep-21,304,0,608,325,399009,12688,2029206,6,3,2694
3-Sep-21,216,0,608,315,399324,2083,2031289,6,10,2704
4-Sep-21,262,0,608,308,399632,6116,2037405,6,4,2708
5-Sep-21,266,0,608,294,399926,3762,2041167,5,8,2716
6-Sep-21,301,1,609,269,400195,7201,2048368,7,7,2723
7-Sep-21,274,0,609,269,400464,6722,2055090,4,5,2728
8-Sep-21,229,0,609,296,400760,6243,2061333,3,4,2732
9-Sep-21,277,0,609,304,401064,7987,2069320,6,6,2738
10-Sep-21,206,0,609,216,401280,1582,2070902,7,6,2744
11-Sep-21,208,1,610,262,401542,4557,2075459,9,6,2750
12-Sep-21,267,0,610,266,401808,10679,2086138,5,5,2755
13-Sep-21,263,0,610,300,402108,5122,2091260,9,7,2762
14-Sep-21,257,0,610,274,402382,4419,2095679,5,4,2766
15-Sep-21,241,0,610,229,402611,5011,2100690,2,3,2769
16-Sep-21,231,0,610,277,402888,6581,2107271,5,6,2775
17-Sep-21,202,0,610,206,403094,1501,2108772,4,7,2782
18-Sep-21,326,0,610,207,403301,3283,2112055,12,9,2791
19-Sep-21,298,0,610,267,403568,3944,2115999,5,5,2796
20-Sep-21,322,0,610,263,403831,4090,2120089,10,9,2805
21-Sep-21,223,0,610,257,404088,2400,2122489,3,5,2810
22-Sep-21,209,0,610,241,404329,3373,2125862,6,2,2812
23-Sep-21,171,0,610,231,404560,2928,2128790,6,5,2817
24-Sep-21,127,0,610,202,404762,1321,2130111,2,4,2821
25-Sep-21,193,0,610,326,405088,1458,2131569,5,12,2833
26-Sep-21,221,0,610,298,405386,2097,2133666,6,5,2838
27-Sep-21,197,0,610,322,405708,1917,2135583,4,10,2848
28-Sep-21,195,0,610,223,405931,1795,2137378,6,3,2851
29-Sep-21,223,0,610,209,406140,1814,2139192,5,6,2857
30-Sep-21,217,0,610,171,406311,1917,2141109,4,6,2863
1-Oct-21,124,0,610,127,406438,1073,2142182,2,2,2865
2-Oct-21,151,0,610,193,406631,1243,2143425,5,5,2870
3-Oct-21,213,0,610,221,406852,1892,2145317,5,6,2876
4-Oct-21,184,0,610,197,407049,1402,2146719,4,4,2880
5-Oct-21,179,0,610,195,407244,1505,2148224,3,6,2886
6-Oct-21,134,0,610,223,407467,1436,2149660,5,5,2891
7-Oct-21,103,0,610,217,407684,1743,2151403,2,4,2895
8-Oct-21,113,1,611,124,407808,758,2152161,4,2,2897
9-Oct-21,111,0,611,151,407959,872,2153033,2,5,2902
10-Oct-21,131,0,611,213,408172,1571,2154604,3,5,2907
11-Oct-21,165,0,611,184,408356,1288,2155892,4,4,2911
12-Oct-21,233,0,611,179,408535,1171,2157063,1,3,2914
13-Oct-21,135,0,611,134,408669,1220,2158283,2,5,2919
14-Oct-21,127,0,611,103,408772,1380,2159663,2,2,2921
15-Oct-21,106,0,611,112,408884,755,2160418,0,4,2925
16-Oct-21,141,0,611,111,408995,686,2161104,1,2,2927
17-Oct-21,140,0,611,131,409126,1209,2162313,4,3,2930
18-Oct-21,131,0,611,165,409291,1166,2163479,5,4,2934
19-Oct-21,184,0,611,233,409524,1021,2164500,1,1,2935
20-Oct-21,170,0,611,135,409659,939,2165439,1,2,2937
21-Oct-21,157,0,611,127,409786,1380,2166819,6,2,2939
22-Oct-21,127,1,612,106,409892,630,2167449,5,0,2939
23-Oct-21,184,1,613,141,410033,826,2168275,2,1,2940
24-Oct-21,153,0,613,140,410173,1572,2169847,0,4,2944
25-Oct-21,183,0,613,131,410304,1481,2171328,3,5,2949
26-Oct-21,181,0,613,184,410488,1141,2172469,4,1,2950
27-Oct-21,193,0,613,170,410658,1231,2173700,2,1,2951
28-Oct-21,166,0,613,157,410815,1720,2175420,2,6,2957
29-Oct-21,152,1,614,126,410941,633,2176053,8,5,2962
30-Oct-21,216,0,614,183,411124,953,2177006,1,2,2964
31-Oct-21,233,0,614,153,411277,1661,2178667,2,0,2964
1-Nov-21,217,0,614,183,411460,1672,2180339,5,3,2967
2-Nov-21,222,0,614,181,411641,1459,2181798,3,4,2971
3-Nov-21,188,0,614,193,411834,1236,2183034,2,2,2973
4-Nov-21,230,0,614,166,412000,1648,2184682,4,2,2975
5-Nov-21,186,0,614,151,412151,803,2185485,3,8,2983
6-Nov-21,194,0,614,216,412367,718,2186203,5,1,2984
7-Nov-21,249,0,614,233,412600,1220,2187423,6,2,2986
8-Nov-21,235,0,614,217,412817,1214,2188637,3,5,2991
9-Nov-21,257,1,615,222,413039,1142,2189779,6,3,2994
10-Nov-21,233,0,615,188,413227,1112,2190891,1,2,2996
11-Nov-21,203,0,615,230,413457,1331,2192222,8,4,3000
12-Nov-21,164,0,615,186,413643,449,2192671,0,3,3003
13-Nov-21,196,0,615,194,413837,566,2193237,4,5,3008
14-Nov-21,285,0,615,249,414086,1254,2194491,2,6,3014
15-Nov-21,287,0,615,235,414321,1069,2195560,7,3,3017
16-Nov-21,300,0,615,256,414577,922,2196482,7,6,3023
17-Nov-21,328,1,616,233,414810,983,2197465,6,1,3024
18-Nov-21,268,0,616,203,415013,1069,2198534,2,8,3032
19-Nov-21,201,0,616,164,415177,459,2198993,4,0,3032
20-Nov-21,208,0,616,196,415373,411,2199404,0,4,3036
21-Nov-21,298,1,617,285,415658,975,2200379,7,2,3038
22-Nov-21,311,1,618,287,415945,823,2201202,9,7,3045
23-Nov-21,324,0,618,300,416245,792,2201994,0,7,3052
24-Nov-21,276,0,618,327,416572,847,2202841,10,6,3058
25-Nov-21,240,0,618,268,416840,861,2203702,7,2,3060
26-Nov-21,199,0,618,201,417041,320,2204022,4,4,3064
27-Nov-21,281,0,618,208,417249,352,2204374,4,0,3064
28-Nov-21,355,0,618,297,417546,948,2205322,4,7,3071
29-Nov-21,371,1,619,310,417856,812,2206134,11,9,3080
30-Nov-21,387,0,619,324,418180,821,2206955,6,0,3080
1-Dec-21,368,0,619,276,418456,728,2207683,5,10,3090
2-Dec-21,354,1,620,240,418696,825,2208508,13,7,3097
3-Dec-21,248,0,620,199,418895,365,2208873,5,4,3101
4-Dec-21,318,0,620,281,419176,396,2209269,12,4,3105
5-Dec-21,370,1,621,355,419531,947,2210216,6,4,3109
6-Dec-21,334,0,621,370,419901,810,2211026,8,11,3120
7-Dec-21,327,0,621,387,420288,932,2211958,6,6,3126
8-Dec-21,318,1,622,368,420656,1051,2213009,3,5,3131
9-Dec-21,310,0,622,353,421009,1276,2214285,7,13,3144
10-Dec-21,268,3,625,248,421257,551,2214836,4,5,3149
11-Dec-21,300,2,627,318,421575,422,2215258,12,12,3161
12-Dec-21,324,5,632,369,421944,1152,2216410,7,6,3167
13-Dec-21,313,2,634,334,422278,1097,2217507,12,8,3175
14-Dec-21,361,3,637,327,422605,931,2218438,12,6,3181
15-Dec-21,351,1,638,317,422922,829,2219267,8,3,3184
16-Dec-21,365,3,641,310,423232,911,2220178,11,7,3191
17-Dec-21,318,1,642,265,423497,611,2220789,14,4,3195
18-Dec-21,388,3,645,298,423795,297,2221086,13,12,3207
19-Dec-21,458,3,648,319,424114,536,2221622,24,7,3214
20-Dec-21,611,4,652,311,424425,921,2222543,32,12,3226
21-Dec-21,807,3,655,358,424783,641,2223184,43,12,3238
22-Dec-21,1051,3,658,350,425133,651,2223835,77,8,3246
23-Dec-21,1169,0,658,362,425495,881,2224716,82,11,3257
24-Dec-21,1418,0,658,317,425812,329,2225045,104,14,3271
25-Dec-21,2187,2,660,385,426197,427,2225472,168,13,3284
26-Dec-21,3439,3,663,455,426652,664,2226136,288,24,3308
27-Dec-21,4552,2,665,607,427259,777,2226913,408,32,3340
28-Dec-21,6084,1,666,804,428063,757,2227670,582,43,3383
29-Dec-21,8122,1,667,1048,429111,515,2228185,719,77,3460
30-Dec-21,9108,1,668,1169,430280,584,2228769,813,82,3542
31-Dec-21,8309,0,668,1418,431698,306,2229075,688,104,3646
1-Jan-22,10913,0,668,2185,433883,222,2229297,1057,168,3814
2-Jan-22,14605,2,670,3436,437319,479,2229776,1368,288,4102
3-Jan-22,17887,0,670,4550,441869,442,2230218,1724,408,4510
4-Jan-22,16627,2,672,6083,447952,450,2230668,1749,582,5092
5-Jan-22,23807,1,673,8121,456073,437,2231105,2266,719,5811
6-Jan-22,16349,0,673,9107,465180,416,2231521,1571,813,6624
7-Jan-22,11234,1,674,8309,473489,207,2231728,1108,688,7312
8-Jan-22,14346,0,674,10913,484402,200,2231928,1328,1057,8369
9-Jan-22,16753,1,675,14603,499005,384,2232312,1712,1368,9737
10-Jan-22,18295,0,675,17887,516892,490,2232802,1851,1724,11461
11-Jan-22,16907,0,675,16625,533517,385,2233187,1722,1749,13210
12-Jan-22,14954,0,675,23806,557323,477,2233664,1481,2266,15476
13-Jan-22,13082,0,675,16349,573672,434,2234098,1218,1571,17047
14-Jan-22,8490,0,675,11233,584905,192,2234290,820,1108,18155
15-Jan-22,10790,0,675,14346,599251,156,2234446,1033,1328,19483
16-Jan-22,10063,0,675,16752,616003,415,2234861,1032,1712,21195
17-Jan-22,8227,0,675,18295,634298,481,2235342,828,1851,23046
18-Jan-22,7297,0,675,16907,651205,469,2235811,713,1722,24768
19-Jan-22,6185,0,675,14954,666159,469,2236280,617,1481,26249
20-Jan-22,4973,0,675,13082,679241,478,2236758,450,1218,27467
21-Jan-22,3496,0,675,8490,687731,217,2236975,332,820,28287
22-Jan-22,4215,0,675,10790,698521,258,2237233,390,1033,29320
23-Jan-22,4012,0,675,10063,708584,525,2237758,375,1032,30352
24-Jan-22,3913,0,675,8227,716811,524,2238282,345,828,31180
25-Jan-22,3609,0,675,7297,724108,460,2238742,324,713,31893
26-Jan-22,3087,1,676,6185,730293,514,2239256,312,617,32510
27-Jan-22,2910,0,676,4973,735266,520,2239776,249,450,32960
28-Jan-22,2327,0,676,3496,738762,269,2240045,225,332,33292
29-Jan-22,3056,0,676,4215,742977,277,2240322,314,390,33682
30-Jan-22,2677,0,676,4012,746989,551,2240873,287,375,34057
31-Jan-22,2088,0,676,3913,750902,496,2241369,223,345,34402
1-Feb-22,2024,0,676,3609,754511,439,2241808,185,324,34726
2-Feb-22,1733,0,676,3086,757597,496,2242304,179,312,35038
3-Feb-22,1578,0,676,2910,760507,482,2242786,153,249,35287
4-Feb-22,1152,0,676,2327,762834,225,2243011,83,225,35512
5-Feb-22,1566,0,676,3056,765890,223,2243234,145,314,35826
6-Feb-22,1455,0,676,2677,768567,496,2243730,133,287,36113
7-Feb-22,1256,0,676,2088,770655,549,2244279,108,223,36336
8-Feb-22,1134,0,676,2024,772679,377,2244656,92,185,36521
9-Feb-22,1147,0,676,1733,774412,563,2245219,106,179,36700
10-Feb-22,1071,0,676,1578,775990,550,2245769,89,153,36853
11-Feb-22,885,0,676,1152,777142,193,2245962,50,83,36936
12-Feb-22,1151,0,676,1566,778708,211,2246173,107,145,37081
13-Feb-22,1032,0,676,1455,780163,592,2246765,87,133,37214
14-Feb-22,835,0,676,1256,781419,575,2247340,79,108,37322
15-Feb-22,770,0,676,1134,782553,566,2247906,63,92,37414
16-Feb-22,753,0,676,1147,783700,521,2248427,75,106,37520
17-Feb-22,784,0,676,1071,784771,533,2248960,55,89,37609
18-Feb-22,571,0,676,885,785656,195,2249155,53,50,37659
19-Feb-22,722,1,677,1151,786807,239,2249394,62,107,37766
20-Feb-22,729,0,677,1032,787839,504,2249898,64,87,37853
21-Feb-22,584,0,677,835,788674,495,2250393,39,79,37932
22-Feb-22,602,0,677,770,789444,535,2250928,42,63,37995
23-Feb-22,452,0,677,753,790197,492,2251420,32,75,38070
24-Feb-22,407,0,677,784,790981,911,2252331,28,55,38125
25-Feb-22,365,0,677,571,791552,292,2252623,26,53,38178
26-Feb-22,421,0,677,721,792273,201,2252824,28,62,38240
27-Feb-22,402,0,677,729,793002,761,2253585,28,64,38304
28-Feb-22,341,0,677,584,793586,586,2254171,18,39,38343
1-Mar-22,251,0,677,602,794188,487,2254658,23,42,38385
2-Mar-22,196,0,677,452,794640,499,2255157,12,32,38417
3-Mar-22,169,0,677,407,795047,1126,2256283,16,28,38445
4-Mar-22,159,0,677,365,795412,351,2256634,8,26,38471
5-Mar-22,200,0,677,421,795833,253,2256887,10,28,38499
6-Mar-22,150,0,677,402,796235,674,2257561,9,28,38527
7-Mar-22,174,0,677,341,796576,555,2258116,8,18,38545
8-Mar-22,133,0,677,251,796827,550,2258666,8,23,38568
9-Mar-22,107,1,678,196,797023,563,2259229,10,12,38580
10-Mar-22,133,,,,,1381,,8,16,38596
11-Mar-22,78,,,,,573,,10,8,38604
12-Mar-22,117,,,,,258,,2,10,38614
13-Mar-22,104,,,,,639,,5,9,38623
14-Mar-22,97,,,,,557,,9,8,38631
15-Mar-22,89,,,,,540,,9,8,38639
16-Mar-22,67,,,,,442,,5,10,38649
17-Mar-22,169,,,,,1115,,2,8,38657
18-Mar-22,107,,,,,371,,9,10,38667
19-Mar-22,127,,,,,282,,8,2,38669
20-Mar-22,144,,,,,486,,14,5,38674
21-Mar-22,128,,,,,484,,11,9,38683
22-Mar-22,127,,,,,438,,12,9,38692
23-Mar-22,113,,,,,389,,9,5,38697
24-Mar-22,128,,,,,1049,,7,2,38699
25-Mar-22,92,,,,,318,,6,9,38708
26-Mar-22,154,,,,,262,,10,8,38716
27-Mar-22,136,,,,,418,,14,14,38730
28-Mar-22,118,,,,,382,,9,11,38741
29-Mar-22,138,,,,,440,,8,12,38753
30-Mar-22,115,,,,,358,,10,9,38762
31-Mar-22,140,,,,,939,,11,7,38769
1-Apr-22,114,,,,,242,,10,6,38775
2-Apr-22,138,,,,,187,,7,10,38785
3-Apr-22,165,,,,,418,,13,14,38799
4-Apr-22,142,,,,,339,,19,9,38808
5-Apr-22,127,,,,,406,,13,8,38816
6-Apr-22,125,,,,,348,,7,10,38826
7-Apr-22,121,,,,,1023,,11,11,38837
8-Apr-22,78,,,,,262,,16,10,38847
9-Apr-22,172,,,,,208,,5,7,38854
10-Apr-22,109,,,,,452,,19,13,38867
11-Apr-22,89,,,,,401,,8,19,38886
12-Apr-22,82,,,,,419,,13,13,38899
13-Apr-22,108,,,,,387,,12,7,38906
14-Apr-22,91,,,,,1030,,8,11,38917
15-Apr-22,68,,,,,214,,8,16,38933
16-Apr-22,89,,,,,254,,10,5,38938
17-Apr-22,85,,,,,516,,15,19,38957
18-Apr-22,90,,,,,359,,9,8,38965
19-Apr-22,74,,,,,452,,9,13,38978
20-Apr-22,69,,,,,319,,6,12,38990
21-Apr-22,93,,,,,923,,11,8,38998
22-Apr-22,59,,,,,226,,6,8,39006
23-Apr-22,80,,,,,218,,5,10,39016
24-Apr-22,97,,,,,350,,11,15,39031
25-Apr-22,57,,,,,340,,10,9,39040
26-Apr-22,46,,,,,364,,8,9,39049
27-Apr-22,79,,,,,309,,14,6,39055
28-Apr-22,62,,,,,718,,5,11,39066
29-Apr-22,49,,,,,169,,2,6,39072
30-Apr-22,71,,,,,178,,5,5,39077
1-May-22,70,,,,,204,,9,11,39088
2-May-22,46,,,,,146,,3,10,39098
3-May-22,50,,,,,194,,10,8,39106
4-May-22,81,,,,,177,,7,14,39120
5-May-22,81,,,,,437,,5,5,39125
6-May-22,84,,,,,151,,7,2,39127
7-May-22,138,,,,,171,,20,5,39132
8-May-22,132,,,,,271,,15,9,39141
9-May-22,152,,,,,222,,26,3,39144
10-May-22,158,,,,,297,,19,10,39154
11-May-22,153,,,,,299,,10,7,39161
12-May-22,130,,,,,653,,16,5,39166
13-May-22,87,,,,,170,,7,7,39173
14-May-22,151,,,,,181,,16,20,39193
15-May-22,156,,,,,322,,14,15,39208
16-May-22,138,,,,,273,,12,26,39234
17-May-22,128,,,,,343,,14,19,39253
18-May-22,121,,,,,264,,16,10,39263
19-May-22,123,,,,,690,,13,16,39279
20-May-22,102,,,,,93,,16,7,39286
21-May-22,144,,,,,168,,12,16,39302
22-May-22,179,,,,,250,,18,14,39316
23-May-22,170,,,,,226,,24,12,39328
24-May-22,179,,,,,259,,17,14,39342
25-May-22,181,,,,,191,,16,16,39358
26-May-22,142,,,,,563,,15,13,39371
27-May-22,124,,,,,117,,24,16,39387
28-May-22,194,,,,,142,,26,12,39399
29-May-22,243,,,,,252,,41,18,39417
30-May-22,254,,,,,184,,32,24,39441
31-May-22,250,,,,,256,,27,17,39458
1-Jun-22,251,,,,,222,,30,16,39474
2-Jun-22,225,,,,,710,,19,15,39489
3-Jun-22,160,,,,,52,,16,24,39513
4-Jun-22,279,,,,,162,,39,26,39539
5-Jun-22,289,,,,,320,,31,41,39580
6-Jun-22,298,,,,,256,,45,32,39612
7-Jun-22,340,,,,,347,,50,27,39639
8-Jun-22,322,,,,,335,,47,30,39669
9-Jun-22,325,,,,,834,,40,19,39688
10-Jun-22,280,,,,,144,,31,16,39704
11-Jun-22,373,,,,,161,,51,39,39743
12-Jun-22,419,,,,,423,,65,31,39774
13-Jun-22,433,,,,,329,,66,45,39819
14-Jun-22,484,,,,,316,,68,50,39869
15-Jun-22,454,,,,,251,,58,47,39916
16-Jun-22,422,,,,,671,,47,40,39956
17-Jun-22,296,,,,,135,,57,31,39987
18-Jun-22,544,,,,,80,,81,51,40038
19-Jun-22,629,,,,,299,,96,65,40103
20-Jun-22,657,,,,,249,,84,66,40169
21-Jun-22,674,,,,,253,,83,68,40237
22-Jun-22,686,,,,,214,,87,58,40295
23-Jun-22,576,,,,,509,,90,47,40342
24-Jun-22,430,,,,,69,,58,57,40399
25-Jun-22,571,,,,,82,,69,81,40480
26-Jun-22,654,,,,,234,,113,96,40576
27-Jun-22,622,,,,,179,,107,84,40660
28-Jun-22,670,,,,,203,,125,83,40743
29-Jun-22,635,,,,,180,,76,87,40830
30-Jun-22,583,,,,,435,,88,90,40920
1-Jul-22,493,,,,,48,,70,58,40978
2-Jul-22,621,,,,,41,,102,69,41047
3-Jul-22,629,,,,,219,,116,113,41160
4-Jul-22,645,,,,,175,,115,107,41267
5-Jul-22,687,,,,,158,,119,125,41392
6-Jul-22,620,,,,,156,,99,76,41468
7-Jul-22,633,,,,,308,,105,88,41556
8-Jul-22,512,,,,,39,,68,70,41626
9-Jul-22,445,,,,,27,,78,102,41728
10-Jul-22,496,,,,,85,,91,116,41844
11-Jul-22,598,,,,,105,,110,115,41959
12-Jul-22,779,,,,,118,,148,119,42078
13-Jul-22,954,,,,,93,,159,99,42177
14-Jul-22,932,,,,,208,,186,105,42282
15-Jul-22,831,,,,,53,,163,68,42350
16-Jul-22,1073,,,,,27,,251,78,42428
17-Jul-22,1187,,,,,234,,238,91,42519
18-Jul-22,1005,,,,,172,,223,110,42629
19-Jul-22,1030,,,,,191,,212,148,42777
20-Jul-22,880,,,,,143,,187,159,42936
21-Jul-22,894,,,,,313,,211,186,43122
22-Jul-22,694,,,,,60,,147,163,43285
23-Jul-22,909,,,,,31,,214,251,43536
24-Jul-22,984,,,,,182,,234,238,43774
25-Jul-22,907,,,,,130,,188,223,43997
26-Jul-22,845,,,,,143,,171,212,44209
27-Jul-22,780,,,,,120,,194,187,44396
28-Jul-22,698,,,,,278,,144,211,44607
29-Jul-22,657,,,,,40,,143,147,44754
30-Jul-22,820,,,,,24,,192,214,44968
31-Jul-22,884,,,,,145,,214,234,45202
1-Aug-22,794,,,,,130,,206,188,45390
2-Aug-22,716,,,,,110,,188,171,45561
3-Aug-22,671,,,,,109,,164,194,45755
4-Aug-22,730,,,,,221,,158,144,45899
5-Aug-22,511,,,,,32,,114,143,46042
6-Aug-22,710,,,,,18,,180,192,46234
7-Aug-22,746,,,,,111,,174,214,46448
8-Aug-22,655,,,,,74,,184,206,46654
9-Aug-22,698,,,,,130,,141,188,46842
10-Aug-22,694,,,,,116,,169,164,47006
11-Aug-22,586,,,,,315,,136,158,47164
12-Aug-22,493,,,,,52,,130,114,47278
13-Aug-22,652,,,,,25,,170,180,47458
14-Aug-22,675,,,,,171,,169,174,47632
15-Aug-22,653,,,,,142,,168,184,47816
16-Aug-22,596,,,,,152,,159,141,47957
17-Aug-22,545,,,,,128,,118,169,48126
18-Aug-22,528,,,,,374,,103,136,48262
19-Aug-22,446,,,,,27,,108,130,48392
20-Aug-22,565,,,,,24,,134,170,48562
21-Aug-22,594,,,,,170,,113,169,48731
22-Aug-22,512,,,,,109,,138,168,48899
23-Aug-22,532,,,,,153,,109,159,49058
24-Aug-22,458,,,,,100,,101,118,49176
25-Aug-22,465,,,,,300,,143,103,49279
26-Aug-22,361,,,,,20,,88,108,49387
27-Aug-22,502,,,,,23,,129,134,49521
28-Aug-22,523,,,,,149,,139,113,49634
29-Aug-22,596,,,,,87,,139,138,49772
30-Aug-22,517,,,,,120,,139,109,49881
31-Aug-22,522,,,,,114,,157,101,49982
1-Sep-22,556,,,,,277,,118,143,50125
2-Sep-22,380,,,,,26,,89,88,50213
3-Sep-22,495,,,,,37,,134,129,50342
4-Sep-22,588,,,,,145,,183,139,50481
5-Sep-22,565,,,,,88,,145,139,50620
6-Sep-22,634,,,,,78,,172,139,50759
7-Sep-22,498,,,,,86,,148,157,50916
8-Sep-22,517,,,,,187,,165,118,51034
9-Sep-22,417,,,,,21,,116,89,51123
10-Sep-22,565,,,,,9,,185,134,51257
11-Sep-22,780,,,,,138,,238,183,51440
12-Sep-22,701,,,,,90,,236,145,51585
13-Sep-22,709,,,,,46,,192,172,51757
14-Sep-22,687,,,,,67,,189,148,51905
15-Sep-22,673,,,,,225,,183,165,52070
16-Sep-22,432,,,,,14,,154,116,52186
17-Sep-22,687,,,,,13,,212,185,52371
18-Sep-22,775,,,,,103,,248,238,52609
19-Sep-22,743,,,,,94,,247,236,52845
20-Sep-22,760,,,,,64,,244,192,53037
21-Sep-22,715,,,,,65,,225,189,53226
22-Sep-22,595,,,,,183,,185,183,53409
23-Sep-22,417,,,,,10,,149,154,53563
24-Sep-22,714,,,,,14,,244,212,53775
25-Sep-22,786,,,,,75,,292,248,54023
26-Sep-22,696,,,,,74,,217,247,54270
27-Sep-22,676,,,,,62,,273,244,54514
28-Sep-22,693,,,,,90,,202,225,54739
29-Sep-22,612,,,,,170,,204,185,54924
30-Sep-22,411,,,,,12,,154,149,55073
1-Oct-22,697,,,,,8,,219,244,55317
2-Oct-22,625,,,,,89,,269,292,55609
